Date, Open, High, Low, Close, Volume
19-Jan-18,193,193.3,192.13,193.19,4950000000
18-Jan-18,193.1,194,192.19,192.85,8110000000
17-Jan-18,191.55,192.79,191.28,192.79,5500000000
16-Jan-18,190.39,191.76,190.23,191.76,4710000000
15-Jan-18,189.97,190.42,189.38,190,4880000000
12-Jan-18,190.22,190.87,189.25,189.61,5880000000
11-Jan-18,190.19,190.46,189.29,190.41,7820000000
10-Jan-18,190.23,191.48,189.68,190.12,3960000000
9-Jan-18,190.5,190.79,189.51,189.93,4500000000
8-Jan-18,189.35,190.47,189.09,190.47,3970000000
5-Jan-18,187.23,189.49,187.14,189.49,3730000000
4-Jan-18,186.69,187.53,186.15,187.53,3510000000
3-Jan-18,189.79,189.9,185.79,186.67,2920000000
2-Jan-18,190.06,191.87,189.02,189.73,3230000000
29-Dec-17,188.24,189.98,188.23,189.86,3750000000
28-Dec-17,187.48,188.05,186.62,188.05,3470000000
27-Dec-17,186.09,187.29,186.09,187.29,2870000000
22-Dec-17,185.59,186.3,185.4,186.3,2780000000
21-Dec-17,184.08,185.75,184.01,185.54,3480000000
20-Dec-17,185.45,185.81,183.38,183.63,3270000000
19-Dec-17,183.92,185.57,183.82,185.57,3130000000
18-Dec-17,184.65,184.89,182.95,184.5,2670000000
15-Dec-17,183.62,184.86,182.96,184.86,3170000000
14-Dec-17,182.04,184.09,181.82,184.09,4290000000
13-Dec-17,180.63,181.59,180.59,181.59,3250000000
12-Dec-17,180.29,180.66,179.97,180.66,3440000000
11-Dec-17,180.57,181.06,180,180,3110000000
8-Dec-17,180.03,180.85,180.03,180.59,3620000000
7-Dec-17,179.98,180.76,179.87,180.24,3430000000
6-Dec-17,179.08,180.26,179.08,180,3640000000
5-Dec-17,180.65,181,179.1,179.33,4240000000
4-Dec-17,181.17,181.49,180.34,180.34,3850000000
30-Nov-17,182.87,183.07,180.16,180.16,7020000000
29-Nov-17,182.37,183.15,182.2,183.15,4570000000
28-Nov-17,183.22,183.37,181.68,182.6,4050000000
27-Nov-17,184,184.29,182.63,183.67,4440000000
24-Nov-17,183.83,184.09,183.2,184.09,4130000000
23-Nov-17,184.29,184.53,183.72,183.91,4330000000
22-Nov-17,182.99,184.04,182.97,183.89,4090000000
21-Nov-17,183.76,184.3,182.21,182.81,4030000000
20-Nov-17,184.82,185.08,183.63,183.63,4110000000
17-Nov-17,184.18,185.18,184.08,184.32,3920000000
16-Nov-17,183.25,184.48,183.24,183.93,3940000000
15-Nov-17,183.86,184.23,183,183,4850000000
14-Nov-17,184.65,185.1,183.83,183.83,3960000000
13-Nov-17,184.84,185.51,184.52,184.52,3830000000
10-Nov-17,185.25,185.71,184.7,184.7,4030000000
9-Nov-17,185.96,186.48,185.53,185.63,4190000000
8-Nov-17,186.71,186.72,185.43,185.86,5150000000
7-Nov-17,186.92,187.26,186.57,187.07,3410000000
6-Nov-17,185.96,186.92,185.69,186.74,4270000000
3-Nov-17,186.22,186.38,184.68,186.33,2890000000
2-Nov-17,186.73,187.63,185.84,185.88,3280000000
1-Nov-17,186.18,186.4,185.29,186.19,3470000000
31-Oct-17,187.64,187.69,185.85,185.85,3680000000
30-Oct-17,185.82,186.95,185.43,185.59,4010000000
27-Oct-17,186.47,187.23,185.26,185.46,3040000000
26-Oct-17,186.68,188,186.27,186.27,3820000000
25-Oct-17,185.57,187.11,185.53,187.11,4180000000
24-Oct-17,185.15,186.22,185.05,185.38,4120000000
23-Oct-17,184.91,185.37,184.74,184.96,3780000000
20-Oct-17,184.58,185.25,184.43,184.59,4410000000
19-Oct-17,184.37,184.6,183.97,184.12,3760000000
18-Oct-17,185.55,185.72,183.72,184.78,3280000000
17-Oct-17,186.05,186.24,184.87,185.59,3130000000
16-Oct-17,185.48,186.42,185.4,186.16,4360000000
13-Oct-17,184.9,185.64,184.77,185.64,3760000000
12-Oct-17,183.62,185.16,183.54,184.96,3790000000
11-Oct-17,184.56,184.67,182.58,183.61,3620000000
10-Oct-17,185.22,185.43,184.36,184.66,3330000000
9-Oct-17,184.9,185.31,184.63,184.88,2730000000
6-Oct-17,185.43,185.51,184.56,184.82,3220000000
5-Oct-17,186.43,186.55,184.67,184.67,3620000000
4-Oct-17,185.86,186.85,185.78,186.45,3660000000
3-Oct-17,184.82,186.03,184.21,185.7,3590000000
2-Oct-17,184.55,185.29,184.38,184.7,2860000000
29-Sep-17,182.99,184.56,182.93,184.23,3150000000
28-Sep-17,183.21,183.73,182.79,182.79,3490000000
27-Sep-17,183.56,183.64,182.66,183.17,3100000000
26-Sep-17,183.72,184.22,183.22,183.38,2920000000
25-Sep-17,184.25,184.53,183.28,183.81,3220000000
22-Sep-17,185.44,185.5,184.11,184.24,3220000000
20-Sep-17,185.94,186.13,185.09,185.65,4210000000
19-Sep-17,185.3,185.87,184.62,185.87,3950000000
18-Sep-17,185.03,185.19,184.16,185.12,3200000000
15-Sep-17,184.31,184.93,183.45,184.93,4310000000
14-Sep-17,184.39,185.04,183.91,184.24,5190000000
13-Sep-17,184.96,185.75,184.02,184.38,3880000000
12-Sep-17,186.18,186.26,185.04,185.47,3570000000
11-Sep-17,185.66,186.36,185.42,185.95,3690000000
8-Sep-17,184.36,185.72,184.32,185.51,3430000000
7-Sep-17,184.32,184.59,183.87,184.4,3180000000
6-Sep-17,183.91,184.66,183.75,184.54,3580000000
5-Sep-17,184.4,184.88,182.92,184.35,4220000000
4-Sep-17,186.26,186.4,184.42,184.57,2750000000
31-Aug-17,186.73,186.93,185.41,186.09,3280000000
30-Aug-17,186.75,187.03,185.88,186.64,3000000000
29-Aug-17,187.06,187.16,185.92,186.65,2900000000
28-Aug-17,187.58,187.88,186.75,187.12,3430000000
25-Aug-17,187.19,187.77,186.58,187.77,4430000000
24-Aug-17,187.29,187.53,186.33,187.06,4250000000
23-Aug-17,187.15,187.53,186.6,187.35,4410000000
22-Aug-17,186.03,186.84,186.03,186.63,4500000000
21-Aug-17,187.04,187.32,185.49,185.81,2760000000
18-Aug-17,186.44,187.32,186.35,186.89,3130000000
16-Aug-17,186,186.8,185.68,186.8,3870000000
15-Aug-17,185.15,186.14,185.11,185.67,4370000000
14-Aug-17,183.96,185.11,183.96,184.8,3690000000
11-Aug-17,185,185,183.04,183.4,3190000000
10-Aug-17,185.12,185.53,184.77,185.44,3560000000
9-Aug-17,183.94,185.23,183.94,185.23,3800000000
8-Aug-17,182.63,183.98,182.63,183.98,2630000000
7-Aug-17,183.16,184.37,182.44,182.52,2720000000
4-Aug-17,183.26,183.74,182.81,183.08,2630000000
3-Aug-17,184.21,184.52,183.2,183.27,2960000000
2-Aug-17,184.44,184.65,183.74,184.65,3410000000
1-Aug-17,184.77,185.05,183.99,183.99,4130000000
31-Jul-17,183.88,184.76,183.6,184.54,3840000000
28-Jul-17,183.75,184.11,182.96,184.11,3270000000
27-Jul-17,183.63,184.1,183.22,183.52,3350000000
26-Jul-17,184.1,184.55,182.93,183.54,3570000000
25-Jul-17,184.16,184.16,182.95,184.03,2760000000
24-Jul-17,182.8,184.04,182.39,184.04,3210000000
21-Jul-17,184.78,184.93,182.74,183.04,2720000000
20-Jul-17,184.06,184.96,183.99,184.83,3030000000
19-Jul-17,184.47,184.47,183.42,183.85,3100000000
18-Jul-17,185.03,185.12,183.95,184.41,3400000000
17-Jul-17,184.94,185.35,184.83,185.28,3310000000
14-Jul-17,184.4,184.91,183.88,184.91,2590000000
13-Jul-17,185.01,185.15,183.94,184.48,2780000000
12-Jul-17,182.91,184.56,182.91,184.19,2710000000
11-Jul-17,183.02,183.31,182.7,182.98,3540000000
10-Jul-17,184.26,184.74,182.48,182.61,2240000000
7-Jul-17,185.56,186.02,183.94,184.26,2220000000
6-Jul-17,184.66,185.99,184.64,185.83,2000000000
5-Jul-17,185.93,186.38,184.16,184.87,2730000000
4-Jul-17,187.03,187.17,185.59,185.91,2470000000
3-Jul-17,185.88,187.58,185.37,187.58,3360000000
22-Jun-17,185.29,185.35,184.45,185.22,2440000000
21-Jun-17,183.26,184.71,183.17,184.71,2650000000
20-Jun-17,182.47,184.04,182.35,184.04,3070000000
19-Jun-17,182.45,182.75,181.61,182.07,3570000000
16-Jun-17,183.47,184.65,181.86,182.18,3640000000
15-Jun-17,183.94,184.06,183.49,183.83,2220000000
14-Jun-17,182.01,184.58,181.97,184.58,3340000000
13-Jun-17,181.25,181.81,181.07,181.76,3090000000
12-Jun-17,180.65,181.65,180.65,180.87,2540000000
9-Jun-17,181.45,181.56,180.47,180.64,3530000000
8-Jun-17,182.17,182.41,181.3,181.38,3470000000
7-Jun-17,182.47,182.76,181.82,182.12,3520000000
6-Jun-17,183.22,183.37,181.75,181.88,4280000000
5-Jun-17,183.33,183.78,182.74,183.16,3920000000
2-Jun-17,183.33,183.75,182.53,183.34,4080000000
31-May-17,181.54,183.12,181.49,183.12,5880000000
30-May-17,182.52,183.12,181.52,181.52,4560000000
29-May-17,183.66,183.73,182.55,182.91,3690000000
26-May-17,182.87,183.68,182.76,183.47,3440000000
24-May-17,181.47,182.67,181.38,182.54,4070000000
23-May-17,184.25,184.76,181.92,183.21,3480000000
22-May-17,186.03,187.29,183.54,183.81,4250000000
19-May-17,180.17,186.25,179.74,184.53,4770000000
18-May-17,179.38,180.15,179.01,180.05,4000000000
17-May-17,181.59,181.86,179.68,179.96,2700000000
16-May-17,181.93,182.04,181.04,181.04,2540000000
15-May-17,181.66,181.88,180.41,181.67,2440000000
12-May-17,181.65,182.33,181.23,181.3,4300000000
10-May-17,182.47,183.17,180.55,180.98,2900000000
9-May-17,184.06,184.38,182.32,182.63,2850000000
8-May-17,183.19,184.09,182.71,183.42,2650000000
5-May-17,182.21,182.88,181.91,182.2,3000000000
4-May-17,182.25,182.75,181.59,182.35,3120000000
3-May-17,183.94,184.11,182.05,182.07,2730000000
2-May-17,185.25,185.43,183.81,183.81,2220000000
28-Apr-17,186.32,186.42,184.63,184.69,1820000000
27-Apr-17,186.29,186.46,185.59,186,2340000000
26-Apr-17,185.13,186.32,184.97,186.32,2420000000
25-Apr-17,185.94,186.14,184.52,185.45,2400000000
21-Apr-17,181.87,185.06,181.82,185.06,2240000000
20-Apr-17,181.01,181.79,180.97,181.38,2220000000
